term,year,level,country_code,country_name,school_type,characteristic_desc,characteristic_1,characteristic_2,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_PA_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10_exact,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
six half terms,201516,National,E92000001,England,Total,,Ethnicity_Minor_Black_Caribbean,,83270,29198293,1330289,899986,430303,4.6,3.1,1.5,9750,11.7,3054353,533491,299941,233550,17.5,9.8,7.6,631701,82421,4955,7439,29,14671,.,56438,101401,899055,62311,49035,276092,41907,429345,1328400
six half terms,201516,National,E92000001,England,Total,,Ethnicity_Minor_Black_African,,247410,86594499,2573675,1937528,636147,3,2.2,0.7,12565,5.1,3484741,573284,363471,209813,16.5,10.4,6,1235960,188158,238470,17720,132,29651,.,65032,159073,1934196,132202,45080,386376,71145,634803,2568999
six half terms,201516,National,E92000001,England,Total,,Ethnicity_Minor_Any_other_black_background,,49670,17240887,643624,452708,190916,3.7,2.6,1.1,4235,8.5,1253856,219493,130245,89248,17.5,10.4,7.1,311592,42346,18361,3464,26,7687,.,18623,49624,451723,32686,18341,121515,17936,190478,642201
six half terms,201516,National,E92000001,England,Total,,Ethnicity_Major_Chinese,,27030,9514094,229856,182938,46918,2.4,1.9,0.5,825,3.1,236006,36773,26215,10558,15.6,11.1,4.5,121637,20777,939,4932,18,12961,.,666,20056,181986,25454,2566,15432,3276,46728,228714
six half terms,201516,National,E92000001,England,Total,,Ethnicity_Major_Any_Other_Ethnic_Group,,117770,40575938,1842594,1301595,540999,4.5,3.2,1.3,11785,10,3457270,560018,326441,233577,16.2,9.4,6.8,847155,116483,168637,7538,1082,33913,.,20939,101019,1296766,168002,21671,307681,41543,538897,1835663
six half terms,201516,National,E92000001,England,Total,,Ethnicity_Minority_Ethnic_Group,,2019635,708622863,32317736,23521092,8796644,4.6,3.3,1.2,212780,10.5,66336418,11120392,6748862,4371530,16.8,10.2,6.6,16465230,1863028,1984248,179935,165505,504347,.,452127,1792181,23406601,2444082,481647,5197253,634157,8757139,32163740
six half terms,201516,National,E92000001,England,Total,,Ethnicity_Major_Unclassified,,88840,25303623,1389908,983281,406627,5.5,3.9,1.6,14525,16.4,3386643,648963,385446,263517,19.2,11.4,7.8,700566,81035,32905,10154,3618,19892,.,25985,102149,976304,72941,23407,276370,30331,403049,1379353
six half terms,201516,National,E92000001,England,Total,,NC_Year_1_and_below,,682940,246148737,10952179,8507088,2445091,4.4,3.5,1,66920,9.8,22216488,3383993,2336944,1047049,15.2,10.5,4.7,6802533,632000,223340,102,37868,245588,.,28248,468561,8438240,1013128,191299,1091559,128251,2424237,10862477
six half terms,201516,National,E92000001,England,Total,,NC_Year_2,,668265,241635582,9713508,7405762,2307746,4,3.1,1,53430,8,17684790,2689789,1783474,906315,15.2,10.1,5.1,5797679,570774,225229,94,34526,230213,.,35345,449919,7343779,965217,180392,1023409,118857,2287875,9631654
six half terms,201516,National,E92000001,England,Total,,NC_Year_3,,671765,242626087,9618947,7349151,2269796,4,3,0.9,52505,7.8,17342576,2646426,1760615,885811,15.3,10.2,5.1,5729403,554775,228894,264,33992,232316,.,43601,455665,7278910,929226,173344,1026260,120729,2249559,9528469
six half terms,201516,National,E92000001,England,Total,,NC_Year_4,,644290,233338718,9188820,7040992,2147828,3.9,3,0.9,49905,7.7,16608555,2540656,1705234,835422,15.3,10.3,5,5468765,529683,221333,323,34666,216895,.,53055,452028,6976748,868137,152866,993225,114883,2129111,9105859
six half terms,201516,National,E92000001,England,Total,,NC_Year_5,,620870,225578978,8909996,6869594,2040402,3.9,3,0.9,49205,7.9,16457720,2551648,1739430,812218,15.5,10.6,4.9,5315175,523751,214532,301,33149,195948,.,63486,460691,6807033,803510,136468,972105,110769,2022852,8829885
six half terms,201516,National,E92000001,England,Total,,NC_Year_6,,599330,220489590,8567819,6650440,1917379,3.9,3,0.9,45325,7.6,15553588,2438178,1671559,766619,15.7,10.7,4.9,5074934,527113,199170,895,27031,168409,.,72734,519797,6590083,712680,123250,957342,108250,1901522,8491605
six half terms,201516,National,E92000001,England,Total,,NC_Year_7,,586945,213728577,9117048,7118799,1998249,4.3,3.3,0.9,54330,9.3,18358174,3198647,2101811,1096836,17.4,11.4,6,5519743,565482,178872,680,15611,98550,.,185797,528987,7093722,452507,49187,1348572,140206,1990472,9084194
six half terms,201516,National,E92000001,England,Total,,NC_Year_8,,571980,207034259,10332790,7789561,2543229,5,3.8,1.2,68700,12,23040334,4183055,2642792,1540263,18.2,11.5,6.7,5858458,702426,178049,926,15551,106093,.,273461,627374,7762338,501351,77213,1775945,179301,2533810,10296148
six half terms,201516,National,E92000001,England,Total,,NC_Year_9,,551265,199465271,11070955,8128891,2942064,5.6,4.1,1.5,78350,14.2,26311133,5009893,3076916,1932977,19,11.7,7.3,5984492,793966,172730,1048,13940,97998,.,330008,706516,8100698,474819,114387,2139740,203375,2932321,11033019
six half terms,201516,National,E92000001,England,Total,,NC_Year_10,,551655,200647561,11855632,8368953,3486679,5.9,4.2,1.7,85245,15.5,28891044,5911054,3450538,2460516,20.5,11.9,8.5,6044853,850915,156363,20745,9324,82205,.,369127,799330,8332862,403254,171068,2646468,247722,3468512,11801374
six half terms,201516,National,E92000001,England,Total,,NC_Year_11,,542190,165871355,9917434,7049795,2867639,6,4.3,1.7,83425,15.4,24622879,5279790,3120008,2159782,21.4,12.7,8.8,4682483,686105,75167,613047,5601,32076,.,223721,708160,7026360,172436,183094,2300817,203921,2860268,9886628
six half terms,201516,National,E92000001,England,Total,,NC_Year_12_and_above,,565,141112,10301,6417,3884,7.3,4.5,2.8,140,24.5,33732,6158,3536,2622,18.3,10.5,7.8,2881,461,77,1946,10,98,.,20,835,6328,137,181,1569,1965,3852,10180
six half terms,201516,National,E92000001,England,Total,,NC_Year_Not_followed_or_missing,,45135,1486271,262572,133867,128705,17.7,9,8.7,19920,44.1,593296,238728,114809,123919,40.2,19.4,20.9,53772,8285,3255,63,1884,1493,.,9634,54162,132548,7555,2621,106241,11140,127557,260105
six half terms,201516,National,E92000001,England,Total,,FSM_eligible,,1038755,364148811,25504007,16591878,8912129,7,4.6,2.4,224820,21.6,74037275,14044338,7818274,6226064,19,10.6,8.4,12038116,1411338,450607,49649,64162,198532,.,657122,1622599,16492125,1038445,646476,6622231,559131,8866283,25358408
six half terms,201516,National,E92000001,England,Total,,FSM_Not_eligible,,5653950,2032794525,83767806,65708384,18059422,4.1,3.2,0.9,462785,8.2,153132127,25803981,17582600,8221381,16.9,11.5,5.4,50252847,5528554,1623300,590722,197107,1508665,.,1021496,4557100,65279791,6258264,906559,9655684,1119166,17939673,83219464
six half terms,201516,National,E92000001,England,Total,,FSM_unclassified,,44485,1248762,246188,119048,127140,19.7,9.5,10.2,19785,44.5,544907,229696,106792,122904,42.2,19.6,22.6,44208,5844,3104,63,1884,685,.,9619,52326,117733,7248,2335,105337,11072,125992,243725
six half terms,201516,National,E92000001,England,Total,,FSM_eligible_in_last_6_years,,1892485,662139410,42457200,28292970,14164230,6.4,4.3,2.1,359105,19,116627675,21653265,12271648,9381617,18.6,10.5,8,20720780,2356346,801075,101619,82889,359788,.,1072940,2633038,28128475,1978962,957330,10237126,918515,14091933,42220408
six half terms,201516,National,E92000001,England,Total,,FSM_not_eligible_in_last_6_years,,4786230,1729477088,66263575,53708164,12555411,3.8,3.1,0.7,327120,6.8,109026247,17776151,12932099,4844052,16.3,11.9,4.4,41392586,4564850,1260905,534061,170822,1340042,.,583859,3498173,53345298,5280648,588578,5847984,745593,12462803,65808101
six half terms,201516,National,E92000001,England,Total,,FSM_unclassified_in_last_6_years,,58470,6575600,797226,418176,379050,12.1,6.4,5.8,21165,36.2,2060387,648599,303919,344680,31.5,14.8,16.7,221805,24540,15031,4754,9442,8052,.,31438,100814,415876,44347,9462,298142,25261,377212,793088
six half terms,201516,National,E92000001,England,Total,,SEN_provision_No_identified_SEN,,5661035,2030656791,85628367,65115790,20512577,4.2,3.2,1,497920,8.8,164276990,27345146,17332496,10012650,16.6,10.6,6.1,50479563,5106459,1768202,567261,183258,1389290,.,917812,4288748,64700593,6251530,1109140,11739972,1285741,20386383,85086976
six half terms,201516,National,E92000001,England,Total,,SEN_provision_Statement_or_EHCP,,187470,66573757,5114146,4083179,1030967,7.7,6.1,1.5,42310,22.6,14377119,3151948,2358074,793874,21.9,16.4,5.5,2492490,598166,56874,13980,7921,131177,.,148665,600278,4049551,138239,65119,762751,54859,1020968,5070519
six half terms,201516,National,E92000001,England,Total,,SEN_provision_SEN_Support,,844955,299794684,18541274,13106521,5434753,6.2,4.4,1.8,147720,17.5,48551248,9361365,5714246,3647119,19.3,11.8,7.5,9321556,1235529,249013,59151,70245,186756,.,612436,1292315,13027001,907698,378915,3780768,337938,5405319,18432320
six half terms,201516,National,E92000001,England,Total,,SEN_provision_Unclassified,,43730,1166866,234214,113820,120394,20.1,9.8,10.3,19440,44.5,508952,219556,102850,116706,43.1,20.2,22.9,41562,5582,2922,42,1729,659,.,9324,50684,112504,6490,2196,99761,10831,119278,231782
six half terms,201516,National,E92000001,England,Total,,SEN_primary_need_Autistic_spectrum_disorder,,84990,30513690,1892955,1510044,382911,6.2,4.9,1.3,14125,16.6,4822081,999889,730959,268930,20.7,15.2,5.6,1012796,156724,18637,6576,1669,46659,.,42493,212109,1497663,65220,30147,259583,24793,379743,1877406
six half terms,201516,National,E92000001,England,Total,,SEN_primary_need_Hearing_impairment,,17145,6177496,353773,275147,78626,5.7,4.5,1.3,2535,14.8,875309,154021,106713,47308,17.6,12.2,5.4,185879,49578,7991,1581,411,4928,.,4871,18297,273536,19277,3944,49854,4842,77917,351453
six half terms,201516,National,E92000001,England,Total,,SEN_primary_need_Moderate_learning_difficulty,,244325,87579776,5381171,3710210,1670961,6.1,4.2,1.9,42480,17.4,14494875,2646313,1547776,1098537,18.3,10.7,7.6,2714633,337889,87071,11754,32430,59219,.,124522,319634,3687152,276500,108963,1177448,99027,1661938,5349090
six half terms,201516,National,E92000001,England,Total,,SEN_primary_need_Multi-sensory_impairment,,1835,664840,41503,35732,5771,6.2,5.4,0.9,320,17.4,115581,20525,17437,3088,17.8,15.1,2.7,23544,7235,492,63,39,706,.,268,2955,35302,1591,556,3219,379,5745,41047
six half terms,201516,National,E92000001,England,Total,,SEN_primary_need_No_specialist_assessment,,29100,10433877,593962,420519,173443,5.7,4,1.7,4505,15.5,1513042,263680,158747,104933,17.4,10.5,6.9,315311,33224,12289,1078,3417,6558,.,13993,31435,417305,35012,12631,111190,13414,172247,589552
six half terms,201516,National,E92000001,England,Total,,SEN_primary_need_Other_difficulty/disability,,46375,16593236,1160934,877906,283028,7,5.3,1.7,9420,20.3,3230957,657432,460187,197245,20.3,14.2,6.1,614510,111185,12822,5000,3147,13040,.,28567,85009,873280,45652,18294,197370,20524,281840,1155120
six half terms,201516,National,E92000001,England,Total,,SEN_primary_need_Physical_disability,,26990,9729925,851264,736628,114636,8.7,7.6,1.2,7680,28.4,2714812,555091,472953,82138,20.4,17.4,3,477499,167569,8231,2005,427,15315,.,3558,55364,729968,25994,7687,70974,9006,113661,843629
six half terms,201516,National,E92000001,England,Total,,SEN_primary_need_Profound_and_multiple_learning_difficulty,,7895,2877338,402311,375896,26415,14,13.1,0.9,3415,43.3,1240733,327454,305385,22069,26.4,24.6,1.8,239214,65253,4279,52,81,11192,.,309,54041,374421,5135,2621,16496,2081,26333,400754
six half terms,201516,National,E92000001,England,Total,,SEN_primary_need_Social_emotional_and_mental_health,,161710,55805728,4748819,3109251,1639568,8.5,5.6,2.9,42015,26,13372496,3156205,1840647,1315558,23.6,13.8,9.8,1751200,267062,27916,17703,6050,37351,.,381859,597827,3086968,149912,114793,1283285,81428,1629418,4716386
six half terms,201516,National,E92000001,England,Total,,SEN_primary_need_Speech_language_and_communications_needs,,171620,62094197,3188811,2391357,797454,5.1,3.9,1.3,22060,12.9,7591975,1267941,827724,440217,16.7,10.9,5.8,1774836,242849,69191,4766,10406,45636,.,46255,179368,2373307,192969,63326,482171,53236,791702,3165009
six half terms,201516,National,E92000001,England,Total,,SEN_primary_need_Severe_learning_difficulty,,24380,8845133,641343,561327,80016,7.3,6.3,0.9,5425,22.2,1929469,367417,311601,55816,19,16.1,2.9,362471,95571,10312,166,1435,30183,.,4742,53920,558800,16189,7212,50077,6138,79616,638416
six half terms,201516,National,E92000001,England,Total,,SEN_primary_need_Specific_learning_difficulty,,133430,47887280,2743640,2034336,709304,5.7,4.2,1.5,20365,15.3,6929415,1262600,802024,460576,18.2,11.6,6.6,1534029,188415,19962,17714,9857,27309,.,61288,165889,2024463,125418,46288,486445,47457,705608,2730071
six half terms,201516,National,E92000001,England,Total,,SEN_primary_need_Visual_impairment,,9590,3454199,215957,170738,45219,6.3,4.9,1.3,1685,17.6,587683,105180,76820,28360,17.9,13.1,4.8,112425,32587,4470,831,297,3374,.,2484,12884,169352,11043,2920,28003,2834,44800,214152
six half terms,201516,National,E92000001,England,Total,,SEN_primary_need_Unclassified,,72945,23673342,1436154,978323,457831,6.1,4.1,1.9,13980,19.2,3502797,727902,412024,315878,20.8,11.8,9,694286,78404,22173,3815,8370,16457,.,45784,103460,972749,75984,24600,327090,27508,455182,1427931
six half terms,201516,National,E92000001,England,Total,,First_language_Known_or_believed_to_be_English,,5470180,1958845767,89719493,68090047,21629446,4.6,3.5,1.1,579215,10.6,188756555,33859689,21780593,12079096,17.9,11.5,6.4,52372401,5841582,498425,557306,257484,1377346,.,1491097,5240587,67636228,5513085,1349093,13323781,1303985,21489944,89126172
six half terms,201516,National,E92000001,England,Total,,First_language_Known_or_believed_to_be_other_than_English,,1250080,433783412,19514976,14132458,5382518,4.5,3.3,1.2,125760,10.1,38314226,6095559,3656864,2438695,15.9,9.5,6.4,9824999,1088334,1568479,81227,4879,327283,.,191115,973754,14060070,1776291,201295,3001804,377396,5356786,19416856
six half terms,201516,National,E92000001,England,Total,,First_language_Unclassified,,16930,5562919,283532,196805,86727,5.1,3.5,1.6,2415,14.3,643528,122767,70209,52558,19.1,10.9,8.2,137771,15820,10107,1901,790,3253,.,6025,17684,193351,14581,4982,57667,7988,85218,278569
six half terms,201516,National,E92000001,England,State-funded primary,,Total,,3818440,1375428357,55102906,42219483,12883423,4,3.1,0.9,314625,8.2,101224297,15440673,10286024,5154649,15.3,10.2,5.1,33054501,3137436,1275233,1951,199418,1224693,.,282875,2666621,41842728,5204482,938205,5946309,682499,12771495,54614223
six half terms,201516,National,E92000001,England,State-funded primary,,Gender_male,,1946420,700893617,28429396,21820464,6608932,4.1,3.1,0.9,164850,8.5,52933467,8215927,5519488,2696439,15.5,10.4,5.1,16910184,1657991,651899,817,97345,619796,.,251987,1437110,21627129,2628799,480475,3091585,350563,6551422,28178551
six half terms,201516,National,E92000001,England,State-funded primary,,Gender_female,,1872020,674534740,26673510,20399019,6274491,4,3,0.9,149780,8,48290830,7224746,4766536,2458210,15,9.9,5.1,16144317,1479445,623334,1134,102073,604897,.,30888,1229511,20215599,2575683,457730,2854724,331936,6220073,26435672
six half terms,201516,National,E92000001,England,State-funded primary,,Ethnicity_Major_White_Total,,2838960,1032051356,41039657,31739306,9300351,4,3.1,0.9,228985,8.1,75209027,11562585,7882990,3679595,15.4,10.5,4.9,25592058,2427839,81991,1057,195430,945253,.,224727,1930252,31398607,3824383,689733,4209242,476379,9199737,40598344
six half terms,201516,National,E92000001,England,State-funded primary,,Ethnicity_Minor_White_British,,2563120,935807770,36130383,28213732,7916651,3.9,3,0.8,192700,7.5,64237483,9697144,6746136,2951008,15.1,10.5,4.6,22890625,2196237,34246,830,60118,844160,.,209961,1669586,27905763,3418082,627161,3386671,397813,7829727,35735490
six half terms,201516,National,E92000001,England,State-funded primary,,Ethnicity_Minor_Irish,,10595,3760682,176884,130657,46227,4.7,3.5,1.2,1330,12.6,406407,70501,41835,28666,17.3,10.3,7.1,99008,9765,380,3,4247,3243,.,746,12107,129499,10476,3879,28349,3126,45830,175329
six half terms,201516,National,E92000001,England,State-funded primary,,Ethnicity_Minor_Traveller_of_Irish_heritage,,4395,1306700,230227,128171,102056,17.6,9.8,7.8,2810,64,783304,202486,109453,93033,25.9,14,11.9,54582,4434,532,0,51950,1143,.,1379,13612,127632,6332,6372,83043,5465,101212,228844
six half terms,201516,National,E92000001,England,State-funded primary,,Ethnicity_Minor_Gypsy_Roma,,15940,5063206,589436,337748,251688,11.6,6.7,5,7245,45.5,2153485,447139,245918,201221,20.8,11.4,9.3,205357,16295,765,145,76226,2292,.,3980,28551,333611,31386,11595,194530,12237,249748,583359
six half terms,201516,National,E92000001,England,State-funded primary,,Ethnicity_Minor_Any_other_white_background,,244910,86112998,3912727,2928998,983729,4.5,3.4,1.1,24895,10.2,7628348,1145315,739648,405667,15,9.7,5.3,2342486,201108,46068,79,2889,94415,.,8661,206396,2902102,358107,40726,516649,57738,973220,3875322
six half terms,201516,National,E92000001,England,State-funded primary,,Ethnicity_Major_Mixed_Total,,219355,78417441,3378331,2502956,875375,4.3,3.2,1.1,21775,9.9,6960009,1080601,671944,408657,15.5,9.7,5.9,1940887,180623,74568,91,1003,72874,.,23607,196558,2490211,252584,96530,470751,51458,871323,3361534
six half terms,201516,National,E92000001,England,State-funded primary,,Ethnicity_Minor_White_and_Black_Caribbean,,58450,20916281,1012005,708911,303094,4.8,3.4,1.4,7480,12.8,2432281,385267,228371,156896,15.8,9.4,6.5,567843,52731,1976,14,134,13108,.,11547,58769,706122,66115,40322,177662,18161,302260,1008382
six half terms,201516,National,E92000001,England,State-funded primary,,Ethnicity_Minor_White_and_Black_African,,30285,10753045,417957,311269,106688,3.9,2.9,1,2570,8.5,791276,121442,76002,45440,15.3,9.6,5.7,240256,23636,8514,22,83,8519,.,2566,25206,308802,29251,11554,57735,7040,105580,414382
six half terms,201516,National,E92000001,England,State-funded primary,,Ethnicity_Minor_White_and_Asian,,50980,18368713,737050,573247,163803,4,3.1,0.9,4115,8.1,1324950,200792,131164,69628,15.2,9.9,5.3,435214,39672,30192,27,232,21449,.,2733,40793,570312,63164,13787,78325,7725,163001,733313
six half terms,201516,National,E92000001,England,State-funded primary,,Ethnicity_Minor_Any_other_Mixed_background,,79640,28379402,1211319,909529,301790,4.3,3.2,1.1,7610,9.6,2411502,373100,236407,136693,15.5,9.8,5.7,697574,64584,33886,28,554,29798,.,6761,71790,904975,94054,30867,157029,18532,300482,1205457
six half terms,201516,National,E92000001,England,State-funded primary,,Ethnicity_Major_Asian_Total,,407745,145048962,6497357,4931528,1565829,4.5,3.4,1.1,37395,9.2,12047024,1696322,1075673,620649,14.1,8.9,5.2,3400733,286631,827942,476,194,125788,.,5607,272574,4919945,789651,59885,644815,69042,1563393,6483338
six half terms,201516,National,E92000001,England,State-funded primary,,Ethnicity_Minor_Indian,,109710,38756509,1399239,1097284,301955,3.6,2.8,0.8,6425,5.9,1932888,271791,181919,89872,14.1,9.4,4.6,815378,67696,86269,110,34,45418,.,672,79008,1094585,177160,10490,101111,12465,301226,1395811
six half terms,201516,National,E92000001,England,State-funded primary,,Ethnicity_Minor_Pakistani,,165520,59225877,3025931,2224016,801915,5.1,3.8,1.4,19270,11.6,6382514,901698,547578,354120,14.1,8.6,5.5,1450158,125677,497482,221,111,40260,.,3569,100401,2217879,406110,29321,332592,32959,800982,3018861
six half terms,201516,National,E92000001,England,State-funded primary,,Ethnicity_Minor_Bangladeshi,,63280,22747783,1141375,894165,247210,5,3.9,1.1,6855,10.8,2289584,316138,212812,103326,13.8,9.3,4.5,632402,46178,163546,82,24,14251,.,541,36212,893236,102443,11296,121803,11321,246863,1140099
